,drupal_path,title,siglum,century,num_century,provenance_id
44,http://cantus.uwaterloo.ca/source/123656,"Klosterneuburg, Augustiner-Chorherrenstift - Bibliothek, 589",A-KN 589,14th century,14,provenance_076
45,http://cantus.uwaterloo.ca/source/123660,"Kremsmünster, Benediktiner-Stift Kremsmünster - Musikarchiv, Schachtel VI/258",A-KR VI/258,13th century (2nd half),13,provenance_179
46,http://cantus.uwaterloo.ca/source/123617,"Linz, Oberösterreichische Landesbibliothek, 290 (olim 183; Gamma p.19)",A-LIs 290,12th century,12,provenance_079
47,http://cantus.uwaterloo.ca/source/123658,"Sankt Florian, Augustiner-Chorherrenstift - Bibliothek und Musikarchiv, XI 480",A-SF XI 480,14th century,14,provenance_164
48,http://cantus.uwaterloo.ca/source/123643,"Vorau, Stiftsbibliothek, 287 (olim XXIX)",A-VOR 287,14th century,14,provenance_205
49,http://cantus.uwaterloo.ca/source/123667,"Wien, Österreichische Nationalbibliothek - Handschriftensammlung, 1799**",A-Wn 1799**,13th century,13,provenance_140
50,http://cantus.uwaterloo.ca/source/123713,"Wien, Österreichische Nationalbibliothek - Musiksammlung, 1890",A-Wn 1890,12th century,12,provenance_162
51,http://cantus.uwaterloo.ca/source/702611,"Gent, Universiteitsbibliotheek, Hs BKT.006 (Tsgrooten Antiphoner"")""",B-Gu Hs BKT.006,16th century (1500-1525),16,
52,http://cantus.uwaterloo.ca/source/123714,"Aachen (Aix-la-Chapelle), Domarchiv, G 20",D-AAm G 20,13th century (2nd half),13,provenance_001
53,http://cantus.uwaterloo.ca/source/123612,"Karlsruhe, Badische Landesbibliothek - Musikabteilung, Aug. LX",D-KA Aug. LX,12th century,12,provenance_217
54,http://cantus.uwaterloo.ca/source/641834,"Leipzig, Universitätsbibliothek, Rep. I 93",D-LEu Rep. I 93,10th century (900-925),10,provenance_096
55,http://cantus.uwaterloo.ca/source/123637,"Stuttgart, Württembergische Landesbibliothek, HB.I.55",D-Sl HB.I.55,12th century,12,provenance_207
56,http://cantus.uwaterloo.ca/source/123694,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [06] VI",DK-Kk 3449 8o [06] VI,16th century (1575-1600),16,provenance_016
57,http://cantus.uwaterloo.ca/source/123699,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [11] XI",DK-Kk 3449 8o [11] XI,16th century (1575-1600),16,provenance_016
58,http://cantus.uwaterloo.ca/source/123593,"Arras, Bibliothèque municipale, 893 (olim 465)",F-AS 893,14th century,14,provenance_014
59,http://cantus.uwaterloo.ca/source/123601,"Cambrai, Bibliothèque municipale, 38 (olim 40)",F-CA 38,13th century (1225-1250),13,provenance_029
60,http://cantus.uwaterloo.ca/source/123602,"Cambrai, Bibliothèque municipale, Impr. XVI C 4",F-CA Impr. XVI C 4,16th century (1500-1525),16,provenance_029
61,http://cantus.uwaterloo.ca/source/123678,"Paris, Bibliothèque nationale de France - Département des Manuscrits, NAL 1412",F-Pn NAL 1412,12th century (1175-1200),12,provenance_097
62,http://cantus.uwaterloo.ca/source/123633,"Paris, Bibliothèque nationale de France - Département des Manuscrits, NAL 1535",F-Pn NAL 1535,13th century,13,provenance_160
63,http://cantus.uwaterloo.ca/source/123663,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1085",F-Pn Lat. 1085,10th century (975-1000),10,provenance_176
64,http://cantus.uwaterloo.ca/source/123628,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 12044",F-Pn Lat. 12044,12th century,12,provenance_167
65,http://cantus.uwaterloo.ca/source/123632,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 15182",F-Pn Lat. 15182,14th century,14,provenance_121
66,http://cantus.uwaterloo.ca/source/123662,"Rouen, Bibliothèque municipale, 248 (olim  A. 339)",F-R 248,13th century,13,provenance_073
67,http://cantus.uwaterloo.ca/source/123640,"Tours, Bibliothèque municipale, 149",F-TOm 149,13th century,13,provenance_190
68,http://cantus.uwaterloo.ca/source/123687,"Oxford, Bodleian Library, MS. Canon. Liturg. 202 (olim 19314)",GB-Ob Can. Lit. 202,13th century,13,provenance_060
69,http://cantus.uwaterloo.ca/source/123666,"Aosta, Seminario Maggiore - Biblioteca, 6",I-AO 6,13th century,13,
70,http://cantus.uwaterloo.ca/source/123596,"Benevento, Archivio Capitolare, V 20",I-BV V 20,12th century,12,provenance_023
71,http://cantus.uwaterloo.ca/source/123680,"Lucca, Biblioteca Capitolare Feliniana e Biblioteca Arcivescovile, 601",I-Lc 601,12th century,12,provenance_127
72,http://cantus.uwaterloo.ca/source/123626,"Monza, Basilica di S. Giovanni Battista - Biblioteca Capitolare e Tesoro, 15/79",I-MZ 15/79,12th century,12,provenance_123
73,http://cantus.uwaterloo.ca/source/123634,"Piacenza, Basilica di S. Antonino - Biblioteca e Archivio Capitolari, 65",I-PCsa 65,12th century,12,provenance_124
74,http://cantus.uwaterloo.ca/source/123724,Münster Antiphoner (1537),MA Impr. 1537,16th century (1525-1550),16,provenance_103
75,http://cantus.uwaterloo.ca/source/589069,"Wroclaw, Biblioteka Uniwersytecka (University Library), I F 401",PL-WRu I F 401,13th century (1275-1300),13,provenance_088
76,http://cantus.uwaterloo.ca/source/123756,"Wrocław, Biblioteka Uniwersytecka, Ms. R 503",PL-WRu R 503,14th century (2nd half),14,provenance_212
77,http://pemdatabase.eu/source/46683,Antiphonarium Hymnarium P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. Ms. 025,P-AR Res. Ms. 025, c. 1200,13,
78,http://cantusbohemiae.cz/source/2150,CZ-Bu (Brno) R 387,CZ-Bu R 387,12th century,12,provenance_219
79,http://cantusbohemiae.cz/source/2152,CZ-Pu (Praha) VI E 13,CZ-Pu VI E 13,12th century,12,
80,http://cantusbohemiae.cz/source/2161,CZ-R (Rajhrad) R 17,CZ-R R 17,14th century,14,provenance_219
81,http://cantusbohemiae.cz/source/9137,CZ-Pu (Praha) XIV C 20,CZ-Pu XIV C 20,14th century,14,
82,http://cantus.sk/source/6775,SK-BRsa (Bratislava) Slovenský národný archív Antiphonary of Bratislava V,SK-BRsa SNA 17,15th century,15,provenance_225
83,http://musicahispanica.eu/source/20420,"E-H, Archivo de la Catedral de Huesca, ms. 9","E-H, ms. 9",13th century,13,
84,http://musicahispanica.eu/source/20168,"E-Mh (Madrid) E-Mh, Cód. 45","E-Mh E-Mh, Cód. 45",12th century,12,
85,http://musicahispanica.eu/source/20199,GB-Lbl (London) Add MS 30850,GB-Lbl Add MS 30850,11th century,11,
86,http://musicahispanica.eu/source/59988,Antifonario de la Santa Cruz de Serós,Antifonario Antifonario de la Santa Cruz de Serós,12th century,12,
87,http://musicahispanica.eu/source/74655,GB-Lbl (London) Add MS 30848,GB-Lbl Add MS 30848,11th century,11,
88,http://musmed.eu/source/29527,GB-Lbl : Harley 4951,GB-Lbl Harley 4951,11th century,11,
89,http://musmed.eu/source/13022,F-Pn : Lat. 903,F-Pn Lat. 903,11th century,11,
90,http://musmed.eu/source/13060,F-Pn : Lat. 1121,F-Pn Lat. 1121,11th century,11,
91,http://cantus.uwaterloo.ca/source/123644,"Wien, Diözesanarchiv, C-10",A-Wda C-10,15th century,15,provenance_075
92,http://musicahispanica.eu/source/20155,"E-E (San Lorenzo de El Escorial) E-E, L. III. 4.","E-E E-E, L. III. 4.",12th century,12,
93,http://cantus.uwaterloo.ca/source/123614,"Klosterneuburg, Augustiner-Chorherrenstift - Bibliothek, 1013",A-KN 1013,12th century,12,provenance_076
94,http://cantus.uwaterloo.ca/source/123649,"Wien, Diözesanarchiv, D-4",A-Wda D-4,15th century,15,provenance_075
95,http://cantus.uwaterloo.ca/source/123685,"Fulda, Hessische Landesbibliothek, Aa 55",D-FUl Aa 55,14th century,14,provenance_135
96,http://cantus.uwaterloo.ca/source/123741,"Köln (Cologne), Erzbischöfliche Diözesan- und Dombibliothek, 215",D-KNd 215,12th century,12,provenance_213
97,http://cantus.uwaterloo.ca/source/123677,"Paris, Bibliothèque nationale de France - Département des manuscrits, NAL 1411",F-Pn NAL 1411,12th century (2nd half),12,provenance_097
98,http://cantus.uwaterloo.ca/source/123631,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 15181",F-Pn Lat. 15181,14th century,14,provenance_121
99,http://cantus.uwaterloo.ca/source/620437,"Solesmes, Abbaye de Saint-Pierre, 596 (The Wilton Processional)",F-SO 596,13th century (1275-1300),13,provenance_049
100,http://cantus.uwaterloo.ca/source/123668,"London, British Library, printed book IB.6753 (Augsburg Antiphoner 1495, olim AA Impr. 1495)",GB-Lbl IB.6753,15th century (1475-1500),15,provenance_016
101,http://cantus.uwaterloo.ca/source/123707,"Oxford, Bodleian Library, MS. Laud Misc. 284",GB-Ob Laud Misc. 284,12th century,12,provenance_213
102,http://cantus.uwaterloo.ca/source/123609,Gottschalk Antiphoner (fragments),GOTTSCHALK,12th century,12,provenance_081
103,http://cantus.uwaterloo.ca/source/123604,"Chiavenna, Tesoro della Collegiata di S. Lorenzo - Museo Capitolare, s.c.",I-CHV,11th century,11,provenance_035
104,http://cantusbohemiae.cz/source/28488,CZ-Pu (Praha) VI G 11,CZ-Pu VI G 11,13th century,13,
105,http://musmed.eu/source/9343,F-CHRm : Ms 0047 (40),F-CHRm Ms 0047 (40),10th century,10,
106,http://musmed.eu/source/13486,F-Pn : Lat. 17296,F-Pn Lat. 17296,12th century,12,
107,http://musmed.eu/source/13026,F-Pn : Lat. 909,F-Pn Lat. 909,11th century,11,
108,http://cantus.sk/source/6777,SK-Sk (Spišska Kapitula) Antiphonale Scepusiense,SK-Sk 2,15th century,15,provenance_226
109,http://cantus.uwaterloo.ca/source/123610,"Graz, Universitätsbibliothek, 29 (olim 38/8 f.)",A-Gu 29,14th century,14,provenance_165
110,http://cantus.uwaterloo.ca/source/123727,"Praha (Prague), Národní knihovna České republiky (National Library), VI.E.4c",CZ-Pu VI.E.4c,12th century (2nd half),12,provenance_129
111,http://cantus.uwaterloo.ca/source/123730,"Praha (Prague), Národní knihovna České republiky (National Library), XIV.B.13",CZ-Pu XIV B 13,14th century,14,provenance_129
112,http://cantus.uwaterloo.ca/source/123653,"Klosterneuburg, Augustiner-Chorherrenstift - Bibliothek, 1010",A-KN 1010,12th century,12,provenance_076
113,http://cantus.uwaterloo.ca/source/123654,"Klosterneuburg, Augustiner-Chorherrenstift - Bibliothek, 1011",A-KN 1011,14th century,14,provenance_076
114,http://cantus.uwaterloo.ca/source/123655,"Klosterneuburg, Augustiner-Chorherrenstift - Bibliothek, 1015",A-KN 1015,14th century,14,provenance_076
115,http://cantus.uwaterloo.ca/source/123615,"Klosterneuburg, Augustiner-Chorherrenstift - Bibliothek, 1017",A-KN 1017,13th century,13,provenance_076
116,http://cantus.uwaterloo.ca/source/123717,"Sankt Gallen, Stiftsbibliothek, 390",CH-SGs 390,10th century (975-1000),10,provenance_174
117,http://cantus.uwaterloo.ca/source/123715,"Wolfenbüttel, Herzog August Bibliothek - Cod. Guelf. 29 Helmst. (Heinemann-Nr. 32)",D-W 29 Helmst.,16th century,16,provenance_068
118,http://cantus.uwaterloo.ca/source/123689,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [01] I",DK-Kk 3449 8o [01] I,16th century (1575-1600),16,provenance_016
119,http://cantus.uwaterloo.ca/source/123736,"Kielce, Biblioteka Kapituły Katedralnej, Ms. 1",PL-KIk 1,14th century (1350-1375),14,provenance_074
120,http://cantus.uwaterloo.ca/source/123618,"Ljubljana, Nadškofijski arhiv (Archiepiscopal Archives), 18 (olim 17)",SI-Lna 18 (olim 17),15th century (1475-1500),15,provenance_078
121,http://cantusbohemiae.cz/source/4478,Cz-Pu (Praha) XIV A 19,CZ-Pu Pu XIV A 19,14th century,14,provenance_128
122,http://cantus.ispan.pl/source/4557,PL-Klk 1 Antyfonarz kielecki,1,14th century,14,provenance_074
123,http://cantus.ispan.pl/source/21018,PL-STAb 1 Antiphonarium,ms. 1,16th century,16,provenance_221
124,http://cantus.uwaterloo.ca/source/123682,"München, Bayerische Staatsbibliothek, Clm 4304",D-Mbs Clm 4304,16th century (1500-1525),16,provenance_016
125,http://cantus.uwaterloo.ca/source/651162,"Trier, Stadtbibliothek Weberbach, 1245 / 597 (original)",D-TRs 1245 / 597 (original),09th century,9,provenance_132
126,http://cantus.uwaterloo.ca/source/662398,"Trier, Stadtbibliothek, 1245 / 597 (revised)",D-TRs 1245/597 (rev),09th century,9,provenance_132
127,http://cantus.uwaterloo.ca/source/123710,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)",PL-Kkar 4 (Rkp 20),15th century,15,provenance_077
128,http://cantus.uwaterloo.ca/source/683940,"New York, Columbia University - Barnard College Library,  MS 1",US-NYcub Barnard 1,14th century,14,provenance_071
129,http://cantus.uwaterloo.ca/source/123594,"Bamberg, Staatsbibliothek, Msc.Lit.25 (olim Ed.IV.11)",D-BAs Msc.Lit.25,13th century,13,provenance_019
130,http://cantus.uwaterloo.ca/source/123622,"Mainz, Bischöfliches Dom- und Diözesanmuseum, C",D-MZb C,15th century (1425-1450),15,provenance_090
131,http://cantusbohemiae.cz/source/2156,CZ-Pu (Praha) XIII C 4,CZ-Pu XIII C 4,14th century,14,
132,http://cantusbohemiae.cz/source/9136,CZ-Pu (Praha) XII C 3,CZ-Pu XII C 3,13th century,13,
133,http://cantus.sk/source/14828,SK-Bra (Bratislava) Antiphonary of Bratislava I EC Lad.3,SK-Bra BAI ECLad.3,15th century,15,provenance_224
134,http://cantus.sk/source/14018,SK-Bra (Bratislava) Antiphonary of Bratislava III EC Lad.6,SK-Bra BAIII ECLad.6,15th century,15,
135,http://cantus.uwaterloo.ca/source/123645,"Wien, Diözesanarchiv, C-11",A-Wda C-11,15th century,15,provenance_075
136,http://cantus.uwaterloo.ca/source/123664,"Tongeren, Onze-Lieve-Vrouw-Kerk (Our Lady's Church), 63 (olim V)",B-TO olv 63,14th century (1375-1400),14,provenance_186
137,http://cantus.uwaterloo.ca/source/123665,"Tongeren, Onze-Lieve-Vrouw-Kerk (Our Lady's Church), 64 (olim IV)",B-TO olv 64,14th century (1375-1400),14,provenance_186
138,http://cantus.uwaterloo.ca/source/123723,"Halifax (Canada), St. Mary’s University - Patrick Power Library, M2149.L4 1554",CDN-Hsmu M2149.L4,16th century (1550-1575),16,provenance_153
139,http://cantus.uwaterloo.ca/source/123624,"Mainz, Bischöfliches Dom- und Diözesanmuseum, E",D-MZb E,15th century (1425-1450),15,provenance_090
140,http://cantus.uwaterloo.ca/source/123702,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [14] XIV",DK-Kk 3449 8o [14] XIV,16th century (1575-1600),16,provenance_016
141,http://cantus.uwaterloo.ca/source/123600,"Budapest, Egyetemi Könyvtár (University Library), lat. 122",H-Bu lat. 122,14th century,14,provenance_058
142,http://cantus.uwaterloo.ca/source/123625,"Montecassino, Monumento Nazionale di Montecassino - Biblioteca, 542",I-MC 542,12th century,12,
143,http://cantus.uwaterloo.ca/source/123711,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.5 (rkp. Perg. 13)",PL-Kkar 5 (Rkp 13),15th century,15,provenance_077
144,http://cantus.sk/source/2284,SK-BRsa (Bratislava) Slovenský národný archív - Antiphonary of Bratislava IV,SK-BRsa SNA 2,15th century,15,provenance_224
145,http://cantus.sk/source/3192,SK-BRsa (Bratislava) Slovenský národný archív - Antiphonary of Bratislava IIb,SK-BRsa SNA 4,15th century,15,provenance_224
146,http://musicahispanica.eu/source/20154,"E-E (San Lorenzo de El Escorial) E-E, L. III. 3.","E-E E-E, L. III. 3.",12th century,12,
147,http://musicahispanica.eu/source/72835,GB-Lbl (London) Add MS 30847,GB-Lbl Add MS 30847,11th century,11,
148,http://musicahispanica.eu/source/22303,E-Gs (Girona) ms. 45,"E-Gs ms. 45 (olim Sant Feliu, 20)",12th century,12,
149,http://musmed.eu/source/23756,F-CH : Ms 0050,F-CH Ms 0050,13th century,13,
150,http://musmed.eu/source/13535,F-Pn : NAL 01236,F-Pn NAL 01236,12th century,12,
151,http://musmed.eu/source/13023,F-Pn : Lat. 904,F-Pn Lat. 904,13th century,13,
152,http://cantus.uwaterloo.ca/source/123621,"Mainz, Bischöfliches Dom- und Diözesanmuseum, B",D-MZb B,15th century (1425-1450),15,provenance_090
153,http://cantus.uwaterloo.ca/source/123693,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [05] V",DK-Kk 3449 8o [05] V,16th century (1575-1600),16,provenance_016
154,http://cantus.uwaterloo.ca/source/123636,"Salamanca, Catedral - Archivo Musical, 5",E-SA 5,14th century,14,provenance_151
155,http://cantus.uwaterloo.ca/source/123597,"Budapest, Egyetemi Könyvtár (University Library), lat. 118",H-Bu lat. 118,14th century,14,provenance_058
156,http://cantus.uwaterloo.ca/source/123720,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. D Nr. 5",HR-Hf Cod. D,15th century (2nd half),15,provenance_199
157,http://pemdatabase.eu/source/47990,P-BRs (Braga) Arquivo da Sé Ms. 032,P-BRs Ms. 032,16th century (first quarter),16,provenance_218
158,http://cantus.ispan.pl/source/14457,"PL-PŁsem MsEPl 12 Antyfonarz z Płocka, pars de tempore",MsEPl 12,15th century,15,provenance_220
159,http://musicahispanica.eu/source/20425,"E-H, Archivo de la Catedral de Huesca, ms. 7","E-H, Ms. 7 (ant. 5)",13th century,13,
160,http://musicahispanica.eu/source/22495,"E-H Archivo de la Catedral de Huesca, ms. 2",E-H Ms. 2,12th century,12,
161,http://musicahispanica.eu/source/20228,"E-Bbc (Barcelona) E-Bbc, M 705","E-Bbc E-Bbc, M 705",14th century,14,
162,http://cantus.uwaterloo.ca/source/123598,"Budapest, Egyetemi Könyvtár (University Library), lat. 119",H-Bu lat. 119,14th century,14,provenance_058
163,http://cantus.uwaterloo.ca/source/123722,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. F Nr. 6",HR-Hf Cod. F,15th century (2nd half),15,provenance_199
164,http://cantus.uwaterloo.ca/source/669163,"Sydney, University of Sydney, Fisher Library, Rare Books & Special Collections, Add. Ms. 413 (olim Add. Ms. Fol.1)",AUS-Sfl Add. Ms. 413,16th century (2nd half),16,provenance_163
165,http://cantus.uwaterloo.ca/source/123620,"Mainz, Bischöfliches Dom- und Diözesanmuseum, A",D-MZb A,15th century (1425-1450),15,provenance_090
166,http://cantus.uwaterloo.ca/source/123690,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [02] II",DK-Kk 3449 8o [02] II,16th century (1575-1600),16,provenance_016
167,http://cantus.uwaterloo.ca/source/123650,"Salamanca, Catedral - Archivo Musical, 6",E-SA 6,14th century,14,provenance_151
168,http://cantus.uwaterloo.ca/source/123719,"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. C Nr. 4",HR-Hf Cod. C,15th century (2nd half),15,provenance_199
169,http://cantus.ispan.pl/source/13720,"PL-Wn  12720 V Antyfonarz opata Mścisława z Tyńca, pars de tempore", rps 12720 V,15th century,15,provenance_227
170,http://pemdatabase.eu/source/48357,"E-SAu (Salamanca) Universidad, Archivo y Biblioteca Ms 2637",E-SAu Ms 2637,12th century (second half),12,
171,http://cantusbohemiae.cz/source/9190,CZ-Pu (Praha) XII E 15c,CZ-Pu XII E 15c,14th century,14,
172,http://cantus.uwaterloo.ca/source/123619,"London (Canada), University of Western Ontario - Music Library, M2150",CDN-Lu M2150,16th century,16,provenance_028
173,http://cantus.uwaterloo.ca/source/123695,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [07] VII",DK-Kk 3449 8o [07] VII,16th century (1575-1600),16,provenance_016
174,http://cantus.uwaterloo.ca/source/710152,"Kansas City, Miller Nichols Library, LaBudde Special Collections M2149.2 .V4 1629",US-KClbsc M2149.2 .V4 1629,17th century (1st half),17,provenance_163
175,http://pemdatabase.eu/source/47612,P-BRs (Braga) Arquivo da Sé Ms. 034,P-BRs Ms. 034,1510-1515,15,provenance_218
176,http://cantus.sk/source/12363,SK-Bra (Bratislava) Antiphonary of Bratislava IIa EC Lad.4,SK-Bra BAIIa EC Lad.4,15th century,15,provenance_224
177,http://cantus.uwaterloo.ca/source/123705,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [17] XVII",DK-Kk 3449 8o [17] XVII,16th century (1575-1600),16,provenance_016
178,http://cantus.uwaterloo.ca/source/123629,"Paris, Bibliothèque nationale de France - Département des Manuscrits, Latin 1240",F-Pn Lat. 1240,10th century,10,provenance_166
179,http://musmed.eu/source/11602,F-LA : Ms 0263,F-LA Ms 0263,12th century,12,
